objectid,name,address,city,state,zip,population,county,countyfips,latitude,longitude,naics_desc
45861,diana's playpen of little genius's inc,6236 s western ave,chicago,il,60636,40,cook,17031,41.77999,-87.68365,child day care centers
45862,"the little scholars club, co.",5752 s pulaski rd number 54,chicago,il,60629,50,cook,17031,41.78803,-87.72328,child day care centers
45863,lakeshore learning academy inc,1933 e 87th st,chicago,il,60617,43,cook,17031,41.73682,-87.57665,child day care centers
45864,lez enfants academy inc,7209 s halsted st,chicago,il,60621,72,cook,17031,41.76295,-87.64407,child day care centers
45865,kalina preschool and kindergarten,4100 n california ave,chicago,il,60618,36,cook,17031,41.95586,-87.69843,child day care centers
45866,village of hope learning center,1400 s kolin ave number 1408,chicago,il,60623,70,cook,17031,41.86214,-87.73392,child day care centers
45867,sunnyside daycare center,3542 w sunnyside ave,chicago,il,60625,56,cook,17031,41.96316,-87.71711,child day care centers
45868,allison's infant and toddler center,440 e 71st st number 442,chicago,il,60619,38,cook,17031,41.765773,-87.613775,child day care centers
45869,small world,834 w 31st st number 836,chicago,il,60608,38,cook,17031,41.83812,-87.64778,child day care centers
45870,smart from the start llc,1939 w 79th st,chicago,il,60620,97,cook,17031,41.7501,-87.67227,child day care centers
45871,the children's center inc,12803 s halsted st,chicago,il,60628,161,cook,17031,41.6612,-87.6413,child day care centers
45872,altgeld i early learning center,941 e 132nd st,chicago,il,60827,106,cook,17031,41.65568,-87.59872,child day care centers
45873,mini me bunch inc,4323 w cermak rd,chicago,il,60623,17,cook,17031,41.85118,-87.73302,child day care centers
45874,the preschool center at c.c.c. society,5467 s university ave,chicago,il,60615,116,cook,17031,41.79591,-87.59782,child day care centers
45875,uchicago child development center stony,5824 s stony island ave,chicago,il,60637,122,cook,17031,41.78943,-87.58736,child day care centers
45876,restoring the seed,3501 e 95th st,chicago,il,60617,28,cook,17031,41.72278,-87.53873,child day care centers
45877,graham cracker's daycare center inc,10650 s michigan ave,chicago,il,60628,35,cook,17031,41.70017,-87.6211,child day care centers
45878,the white steeple preschool,5849 n nina ave,chicago,il,60631,32,cook,17031,41.98725,-87.80414,child day care centers
45879,little apple seeds learning academy number 2,2671 e 75th st number 73,chicago,il,60649,30,cook,17031,41.75954,-87.5588,child day care centers
45880,little leaders of tomorrow before and afte,5819 w corcoran pl,chicago,il,60644,25,cook,17031,41.88689,-87.77073,child day care centers
45881,dobbs pre - school inc,7131 w pensacola ave,norridge,il,60706,66,cook,17031,41.95907,-87.8064,child day care centers
45882,urban child academy,802 n dearborn st number 804,chicago,il,60610,77,cook,17031,41.89695,-87.63007,child day care centers
45883,bright horizons at river east,325 e grand ave,chicago,il,60611,141,cook,17031,41.89176,-87.61926,child day care centers
45884,"kids academy, llc",2547 w lithuanian plaza ct,chicago,il,60629,30,cook,17031,41.768281,-87.687611,child day care centers
45885,bernice e. lavin children's care center,441 e ontario st,chicago,il,60611,281,cook,17031,41.89326,-87.61584,child day care centers
45886,busy bees after school tutoring center,600 w 31st st,chicago,il,60616,47,cook,17031,41.83825,-87.64178,child day care centers
45887,kids work chicago too dba kwct riverview,2633 w addison st,chicago,il,60618,154,cook,17031,41.94633,-87.69449,child day care centers
45888,"wise owl daycare, llc",2734 w north ave,chicago,il,60647,59,cook,17031,41.91046,-87.69598,child day care centers
45889,positive attitudes working daycare,757 n austin blvd,chicago,il,60644,38,cook,17031,41.894074,-87.775081,child day care centers
45890,ramonas lovely touch academy,9100 s commercial ave,chicago,il,60617,12,cook,17031,41.7299,-87.55206,child day care centers
45891,king's kiddie kingdom iii,207 e 79th st number 209,chicago,il,60619,79,cook,17031,41.7509,-87.61931,child day care centers
45892,south loop montessori school,"47 w polk st, ste g15",chicago,il,60605,57,cook,17031,41.87189,-87.62902,child day care centers
45893,lakeview dc dba stepping into the future,1531 w lawrence ave,chicago,il,60640,39,cook,17031,41.96883,-87.66822,child day care centers
45894,little hands learning center academy inc,10126 s western ave,chicago,il,60643,122,cook,17031,41.70924,-87.682,child day care centers
45895,star kids math and science academy inc,11053 s vincennes ave,chicago,il,60643,46,cook,17031,41.69236,-87.66286,child day care centers
45896,ivy garden learning center llc,622 w 31st st number 624,chicago,il,60616,83,cook,17031,41.83832,-87.64243,child day care centers
45897,first academy,2459 w peterson ave,chicago,il,60659,74,cook,17031,41.99026,-87.69186,child day care centers
45898,little angels early childhood center inc,3613 w devon ave,chicago,il,60659,44,cook,17031,41.99723,-87.719631,child day care centers
45899,united educational cultural academy,1236 w 103rd st number 42,chicago,il,60643,73,cook,17031,41.70681,-87.65414,child day care centers
45900,me and you learning academy,11223 s halsted st,chicago,il,60628,52,cook,17031,41.6898,-87.64194,child day care centers
45901,north kenwood day care center,516 e 43rd st number 520,chicago,il,60653,77,cook,17031,41.81677,-87.61341,child day care centers
45902,1st lady's child development center,5503 n park dr,e saint louis,il,62204,83,st. clair,17163,38.63553,-90.09134,child day care centers
45903,kids of hope child development ctr inc,4001 state st,e saint louis,il,62205,58,st. clair,17163,38.60924,-90.11241,child day care centers
45904,jackie joyner kersee head start,101 jackie joyner kersee cir,e saint louis,il,62204,142,st. clair,17163,38.6248,-90.12442,"head start programs, separate from schools"
45905,smart start learning center new baden,517 w hanover st,new baden,il,62265,113,st. clair,17163,38.53509,-89.71103,child day care centers
45906,heaven's learning garden inc,7801 s wolcott ave,chicago,il,60620,58,cook,17031,41.75203,-87.67066,child day care centers
45907,kindercare learning center 301584,1501 s state st,chicago,il,60605,141,cook,17031,41.86207,-87.62701,child day care centers
45908,marshall ymca,3250 w adams st,chicago,il,60624,36,cook,17031,41.87844,-87.70686,child day care centers
45909,tiny giants early learning center,4648 n clark st,chicago,il,60640,216,cook,17031,41.96685,-87.66729,child day care centers
45910,ilearn center of chicago llc,2650 n ashland ave,chicago,il,60614,66,cook,17031,41.93022,-87.66861,child day care centers
45911,sonnets academy river north llc,"430 w erie st, ste 100",chicago,il,60654,124,cook,17031,41.89409,-87.63978,child day care centers
45912,academy of creative thinking inc,"4200 n central ave, ste b",chicago,il,60634,51,cook,17031,41.95702,-87.76734,child day care centers
45913,the beverly castle academy of early educ,10244 s longwood dr,chicago,il,60643,79,cook,17031,41.70688,-87.67129,child day care centers
45914,brain box learning center,2519 w 79th st,chicago,il,60652,44,cook,17031,41.75,-87.686162,child day care centers
45915,smarty pants early learning center,710 e 47th st,chicago,il,60653,61,cook,17031,41.80969,-87.60841,child day care centers
45916,seeds of joy daycare and fitness ctr inc,"4343 n clarendon ave, ste 102",chicago,il,60613,28,cook,17031,41.96129,-87.64941,child day care centers
45917,breakthrough beginners,3219 w carroll ave,chicago,il,60624,76,cook,17031,41.88731,-87.70716,child day care centers
45918,little leaders of tomorrow day care ctr,301 n mayfield ave,chicago,il,60644,82,cook,17031,41.88568,-87.77187,child day care centers
45919,tiny scholars academy inc,1167 e 63rd st,chicago,il,60637,65,cook,17031,41.78031,-87.59647,child day care centers
45920,el ruisenor azul academy,7008 n western ave,chicago,il,60645,46,cook,17031,42.00904,-87.69044,child day care centers
45921,the nook daycare leavitt llc,1943 n leavitt st,chicago,il,60647,20,cook,17031,41.91743,-87.68227,child day care centers
45922,pink tower montessori school,3420 n elston ave,chicago,il,60618,36,cook,17031,41.943,-87.70395,child day care centers
45923,lake shore schools rogers park,6759 n greenview ave,chicago,il,60626,208,cook,17031,42.00517,-87.66795,"child day care, before or after school, separate from schools"
45924,childrens land on belmont,6818 w belmont ave,chicago,il,60634,172,cook,17031,41.9385,-87.79668,child day care centers
45925,mountain top kids early learning center,3108 w devon ave,chicago,il,60659,25,cook,17031,41.99776,-87.70741,child day care centers
45926,casa dei bambini montessori of mayfair,4967 n elston ave,chicago,il,60630,48,cook,17031,41.97112,-87.74459,child day care centers
45927,"little stars daycare and learning ctr, inc",7039 w grand ave number 43,chicago,il,60707,40,cook,17031,41.92328,-87.80228,child day care centers
45928,concordia day,4809 n ravenswood ave,chicago,il,60640,67,cook,17031,41.96934,-87.67383,child day care centers
45929,learning express child care,7750 w devon ave number 54,chicago,il,60631,33,cook,17031,41.99694,-87.82073,child day care centers
45930,adler schools inc,2239 w lawrence ave,chicago,il,60625,67,cook,17031,41.96845,-87.6857,child day care centers
45931,childrens lighthouse,2600 w irving park rd,chicago,il,60618,196,cook,17031,41.95422,-87.69364,child day care centers
45932,kiddieland ed center of excellence ii,5142 w belmont ave,chicago,il,60641,60,cook,17031,41.9389,-87.75596,child day care centers
45933,bright start learning center,3522 n central ave,chicago,il,60634,70,cook,17031,41.94478,-87.76711,child day care centers
45934,kingdom academy learning center,2053 w howard st,chicago,il,60645,18,cook,17031,42.01911,-87.68257,child day care centers
45935,little marvels early childhood school,3045 n lincoln ave,chicago,il,60657,64,cook,17031,41.937151,-87.665122,child day care centers
45936,l and l academy and preschool lp corp,2350 n clark st,chicago,il,60614,97,cook,17031,41.92497,-87.64034,child day care centers
45937,paulo freire center,1653 w 43rd st,chicago,il,60609,190,cook,17031,41.81561,-87.66697,child day care centers
45938,gads hill child care center,2653 w ogden ave,chicago,il,60608,159,cook,17031,41.86174,-87.69301,child day care centers
45939,the next generation daycare center inc,21 e 59th st,chicago,il,60637,43,cook,17031,41.78708,-87.62456,child day care centers
45940,kids and company chicago south loop,"1255 s state st, ste b",chicago,il,60605,108,cook,17031,41.86615,-87.62695,child day care centers
45941,it takes a village services inc,4000 w division st,chicago,il,60651,126,cook,17031,41.90267,-87.72663,child day care centers
45942,south - east asia center infant - toddler ct,4915 n broadway st,chicago,il,60640,17,cook,17031,41.97171,-87.65891,child day care centers
45943,taylor tots day care,1417 w taylor st fl 1,chicago,il,60607,97,cook,17031,41.86933,-87.66231,child day care centers
45944,peace infants and toddler center,6242 n clark st,chicago,il,60660,22,cook,17031,41.99537,-87.67052,child day care centers
45945,children's learning place,3532 n halsted st,chicago,il,60657,139,cook,17031,41.94654,-87.64964,child day care centers
45946,sonnets academy - lincoln park llc,1932 n clark st,chicago,il,60614,114,cook,17031,41.91738,-87.63586,child day care centers
45947,marys abc academy,"5081 n elston ave, ste 2",chicago,il,60630,41,cook,17031,41.97345,-87.74852,child day care centers
45948,first academy,2557 w peterson ave,chicago,il,60659,62,cook,17031,41.99021,-87.69432,child day care centers
45949,open arms early learning childcare center,2640 ashwin blvd,rockford,il,61114,72,winnebago,17201,42.297477,-88.98257,child day care centers
45950,trinity day care,215 n 1st st,rockford,il,61107,318,winnebago,17201,42.26921,-89.08681,child day care centers
45951,siue e. st. louis project success,601 james r thompson blvd number d,e saint louis,il,62201,79,st. clair,17163,38.62135,-90.16306,"child day care, before or after school, separate from schools"
45952,laugh and learn,654 solutions drive,freeburg,il,62243,117,st. clair,17163,38.412168,-89.898234,child day care centers
45953,hamilton's learning center,3232 state st,e st louis,il,62205,86,st. clair,17163,38.61204,-90.11996,child day care centers
45954,st. henry creative learning center,5303 w main st,belleville,il,62226,92,st. clair,17163,38.54598,-90.03146,child day care centers
45955,together wee grow,4932 benchmark centre dr,swansea,il,62226,103,st. clair,17163,38.57135,-89.96348,child day care centers
45956,michelle's place child care center,1822 jerome ln,cahokia,il,62206,87,st. clair,17163,38.56184,-90.153,child day care centers
45957,"deedee's lrng acad, inc afterschool prog",905 bluffview elementary ln,dupo,il,62239,60,st. clair,17163,38.51565,-90.20388,child day care centers
45958,smart start learning center,5805 n belt w,belleville,il,62226,123,st. clair,17163,38.54169,-90.03544,child day care centers
45959,delta child development center,1012 s 15th st,e saint louis,il,62207,139,st. clair,17163,38.60754,-90.15963,child day care centers
45960,cahokia head start,150 edgar st,cahokia,il,62206,160,st. clair,17163,38.57577,-90.17917,"head start programs, separate from schools"
45961,creative children's learning center inc.,514 n main st,smithton,il,62285,113,st. clair,17163,38.41347,-89.99215,child day care centers
45962,imagination station of shiloh,114 wingate blvd,shiloh,il,62221,94,st. clair,17163,38.531256,-89.928292,child day care centers
45963,my little school,423 s illinois st,belleville,il,62220,97,st. clair,17163,38.50896,-89.98461,child day care centers
45964,jack and jill day care and chld dev ctn. inc,725 e main st,belleville,il,62220,126,st. clair,17163,38.51352,-89.97484,child day care centers
45965,zion pre - school,101 s railway st,mascoutah,il,62258,40,st. clair,17163,38.48951,-89.79751,child day care centers
45966,helen davis head start center,109 n 13th st,e saint louis,il,62201,60,st. clair,17163,38.61837,-90.15205,"head start programs, separate from schools"
45967,seeds of joy daycare and fitness ctr inc,"850 w eastwood ave, ste 1",chicago,il,60640,36,cook,17031,41.96666,-87.65136,child day care centers
45968,chicago montessori,4300 n hermitage ave,chicago,il,60613,10,cook,17031,41.95994,-87.67271,child day care centers
45969,the gardner school of chicago,1612 w north ave,chicago,il,60622,179,cook,17031,41.91088,-87.66853,"child day care, before or after school, separate from schools"
45970,children's learning place,3121 w fullerton ave,chicago,il,60647,192,cook,17031,41.92451,-87.70576,child day care centers
45971,sweet pea academy,1414 w 87th st,chicago,il,60620,74,cook,17031,41.7361,-87.65897,child day care centers
45972,teddy bear nursery schools inc,3483 w columbus ave number 85,chicago,il,60652,76,cook,17031,41.74501,-87.70933,child day care centers
45973,learning through play child dev center,4310 w fullerton ave,chicago,il,60639,49,cook,17031,41.9246,-87.73455,child day care centers
45974,apple tree childrens learning center,4065 n elston ave,chicago,il,60618,66,cook,17031,41.95525,-87.72104,child day care centers
45975,l and l luvable day care inc,2540 e 83rd st,chicago,il,60617,23,cook,17031,41.74467,-87.56208,child day care centers
45976,"the nook daycare south loop, llc",1929 s archer ave,chicago,il,60616,47,cook,17031,41.85593,-87.62801,child day care centers
45977,illinois institute for children,10009 s yates blvd,chicago,il,60617,80,cook,17031,41.71329,-87.56435,child day care centers
45978,christian l - e - g early learning center,446 e 43rd st,chicago,il,60653,31,cook,17031,41.81683,-87.61459,child day care centers
45979,willow tree child care and dev center,1800 n western ave number 10,chicago,il,60647,50,cook,17031,41.91419,-87.68756,child day care centers
45980,chicago childrens house childcare llc,"233 w huron st, ste 1a",chicago,il,60654,103,cook,17031,41.89455,-87.63548,child day care centers
45981,prairieland montessori,1655 w school st,chicago,il,60657,38,cook,17031,41.94127,-87.67091,child day care centers
45982,out on faith infants and toddlers inc,1447 w devon ave,chicago,il,60660,25,cook,17031,41.99796,-87.66727,child day care centers
45983,children's creative center,2026 w belmont ave number 2028,chicago,il,60618,49,cook,17031,41.93977,-87.67953,child day care centers
45984,little green tree house,1929 n halsted st,chicago,il,60614,172,cook,17031,41.91695,-87.64814,child day care centers
45985,diana's daycare center ltd,5961 n clark st,chicago,il,60660,22,cook,17031,41.99032,-87.66969,child day care centers
45986,a child's place academy llc,1508 e 63rd st,chicago,il,60637,46,cook,17031,41.78081,-87.58855,child day care centers
45987,the salvation army new hope h.s.program,4255 w division st,chicago,il,60651,28,cook,17031,41.90233,-87.73341,child day care centers
45988,tc scholars,3633 n california ave,chicago,il,60618,12,cook,17031,41.94879,-87.69748,child day care centers
45989,the nook daycare 2 llc,2105 w armitage ave number 2111,chicago,il,60647,59,cook,17031,41.91755,-87.68044,child day care centers
45990,coaching with love day care center,3243 w bryn mawr ave,chicago,il,60659,47,cook,17031,41.98286,-87.71062,child day care centers
45991,bright beginnings early learning center,2902 n central park,chicago,il,60618,31,cook,17031,41.93398,-87.71751,child day care centers
45992,village house day care,9510 s constance ave,chicago,il,60617,20,cook,17031,41.72155,-87.57961,child day care centers
45993,"phase i early childcare center, inc",555 w 115th st,chicago,il,60628,41,cook,17031,41.68497,-87.63711,child day care centers
45994,ilearn center of west town,"1801 w chicago ave, ste 1",chicago,il,60622,43,cook,17031,41.89575,-87.67237,child day care centers
45995,reach higher learning center 2,537 w 28th st,chicago,il,60616,47,cook,17031,41.84341,-87.64137,child day care centers
45996,kids kingdom academy inc,5940 w division st,chicago,il,60651,66,cook,17031,41.90224,-87.77469,child day care centers
45997,tiny giants early learning ctr - infants,4421 n clark st,chicago,il,60640,48,cook,17031,41.96232,-87.66587,child day care centers
45998,wee care preschool too,3826 n broadway st,chicago,il,60613,92,cook,17031,41.9523,-87.6505,child day care centers
45999,abc learning center ii inc,10230 s halsted st,chicago,il,60628,55,cook,17031,41.70777,-87.64311,child day care centers
46000,bubbles academy,2184 n elston ave,chicago,il,60614,64,cook,17031,41.92089,-87.6721,child day care centers
46001,house of kidds childcare and learning ct,3800 w 84th st,chicago,il,60652,44,cook,17031,41.74081,-87.717,child day care centers
46002,h.o.m.e child care llc,7331 s cottage grove ave,chicago,il,60619,51,cook,17031,41.76136,-87.60515,child day care centers
46003,belmont child care center,5724 w belmont ave number 28,chicago,il,60634,62,cook,17031,41.9388,-87.77,child day care centers
46004,tiny tots academy inc,2409 e 79th st,chicago,il,60649,46,cook,17031,41.751711,-87.565794,child day care centers
46005,sys happy land childcare center inc,3915 s kedzie ave,chicago,il,60632,38,cook,17031,41.82207,-87.70428,child day care centers
46006,gifted children academy,1921 w howard st,chicago,il,60626,60,cook,17031,42.01927,-87.67863,child day care centers
46007,madonna campus child development center,1114 w grace st,chicago,il,60613,25,cook,17031,41.9514,-87.65747,child day care centers
46008,newport childrens academy,1825 w newport ave,chicago,il,60657,171,cook,17031,41.94402,-87.6748,child day care centers
46009,kids and company,1750 n clark st,chicago,il,60614,47,cook,17031,41.91425,-87.63406,child day care centers
46010,lilypad nursery and preschool,1025 w van buren st,chicago,il,60607,72,cook,17031,41.87649,-87.65221,child day care centers
46011,ymca children's learning center,2918 glenwood ave,rockford,il,61101,214,winnebago,17201,42.30112,-89.10227,child day care centers
46012,jeran day school,5893 n elston ave number 97,chicago,il,60646,41,cook,17031,41.98865,-87.77505,child day care centers
46013,little leaders of tomorrow day care ctr.,5153 w. lake,chicago,il,60644,16,cook,17031,41.887104,-87.754504,child day care centers
46014,kids and company,80 w harrison st,chicago,il,60605,83,cook,17031,41.87465,-87.63039,child day care centers
46015,guidepost montessori wicker park,1530 n damen ave,chicago,il,60622,108,cook,17031,41.90921,-87.67782,child day care centers
46016,olafs child daycare center inc,2328 w touhy ave,chicago,il,60645,38,cook,17031,42.01248,-87.68872,child day care centers
46017,caterpillar care corporation,1701 w chicago ave,chicago,il,60622,14,cook,17031,41.89582,-87.66986,child day care centers
46018,l and l lp infant corp,2346 n clark st,chicago,il,60614,35,cook,17031,41.92484,-87.6404,child day care centers
46019,crown daycare center,4405 n sheridan rd number 07,chicago,il,60640,51,cook,17031,41.962002,-87.654704,child day care centers
46020,the learning experience,4110 w peterson ave,chicago,il,60646,123,cook,17031,41.99138,-87.73153,child day care centers
46021,ladybug and friends dc and preschool ip llc,3620 w irving park rd,chicago,il,60618,112,cook,17031,41.95412,-87.71869,child day care centers
46022,lakeside learning academy inc,10101 s ewing ave number 03,chicago,il,60617,34,cook,17031,41.7118,-87.53489,child day care centers
46023,st. elizabeth early childhood dev prog,1536 south main street,rockford,il,61102,106,winnebago,17201,42.25667,-89.10158,child day care centers
46024,stateline family ymca - roscoe / rockton br.,9901 main st,roscoe,il,61073,40,winnebago,17201,42.40422,-89.01005,child day care centers
46025,genesis day care,724 harrison ave,rockford,il,61104,88,winnebago,17201,42.23784,-89.08653,child day care centers
46026,house of grace learning center / day care,518 n court st,rockford,il,61103,43,winnebago,17201,42.27641,-89.09401,child day care centers
46027,circles of learning,5711 wansford way,rockford,il,61109,366,winnebago,17201,42.2375,-89.00537,child day care centers
46028,argyle presbyterian preschool,7300 belvidere rd,caledonia,il,61011,20,winnebago,17201,42.36768,-88.94501,child day care centers
46029,winnebago preschool inc.,106 s benton st,winnebago,il,61088,19,winnebago,17201,42.26614,-89.24259,child day care centers
46030,children of promise christian dayschool,2980 imbs station rd,millstadt,il,62260,55,st. clair,17163,38.52878,-90.11729,child day care centers
46031,uni pres kinder cottage,564 veronica ave,e saint louis,il,62205,82,st. clair,17163,38.62478,-90.14381,child day care centers
46032,discovery,810 oberneufemann,o'fallon,il,62269,145,st. clair,17163,38.5989,-89.92606,child day care centers
46033,"toddle town, inc.",208 south jackson,belleville,il,62221,67,st. clair,17163,38.511501,-89.981464,child day care centers
46034,teeny tot pre - school,7 north belleville street,freeburg,il,62243,20,st. clair,17163,38.42716,-89.91113,child day care centers
46035,discovery center for little scholars,601 james r thompson blvd number d,e saint louis,il,62201,81,st. clair,17163,38.62177,-90.16348,"child day care, before or after school, separate from schools"
46036,h.e.l.p. for mom (ch.dev - cntr prschl prg),411 s fritz st,lebanon,il,62254,59,st. clair,17163,38.60056,-89.80619,child day care centers
46037,"lee's day care, inc.",625 south main street,dupo,il,62239,36,st. clair,17163,38.51235,-90.20793,child day care centers
46038,"child development ctr, fbc, fvw hghts",10401 lincoln trail,fairview heights,il,62208,143,st. clair,17163,38.59294,-90.00089,child day care centers
46039,belleville head start ce,1404 e main st,belleville,il,62220,100,st. clair,17163,38.51564,-89.96632,"head start programs, separate from schools"
46040,la petite academy inc,940 talon dr,o fallon,il,62269,94,st. clair,17163,38.59254,-89.93297,child day care centers
46041,"magic building block,inc. (fairview hgts)",928 lincoln hwy,fairview hts,il,62208,100,st. clair,17163,38.59266,-89.96866,child day care centers
46042,the tree hut child center,727 n 17th st,belleville,il,62226,116,st. clair,17163,38.52426,-90.00187,child day care centers
46043,"kim's kids, inc. number 2",10th and gaty avenue,east saint louis,il,62201,104,st. clair,17163,38.62228,-90.15364,child day care centers
46044,learning journey,225 s high st,belleville,il,62220,83,st. clair,17163,38.51098,-89.98285,child day care centers
46045,kiddy kamp academy,6106 state st,e saint louis,il,62203,136,st. clair,17163,38.60338,-90.08987,child day care centers
46046,j and l family learning center 2 inc.,116 e 113th st number 130,chicago,il,60628,57,cook,17031,41.68915,-87.61995,child day care centers
46047,songbird academy,1243 w belmont ave,chicago,il,60657,57,cook,17031,41.93958,-87.66072,child day care centers
46048,the goddard school - chicago,1141 w armitage ave,chicago,il,60614,112,cook,17031,41.91781,-87.65685,child day care centers
46049,lovelyland learning lab corp,1946 w 87th st number 48,chicago,il,60620,55,cook,17031,41.73596,-87.67223,child day care centers
46050,brain box literacy academy and ed services,9304 s ashland ave number 08,chicago,il,60620,44,cook,17031,41.72452,-87.66307,child day care centers
46051,butler children's preparatory ltd,17 e pearson st fl 1st,chicago,il,60611,36,cook,17031,41.89733,-87.6275,child day care centers
46052,la escuelita numero uno inc,5400 w fullerton ave,chicago,il,60639,70,cook,17031,41.92426,-87.76129,child day care centers
46053,out on faith learning center,1443 w devon ave,chicago,il,60660,32,cook,17031,41.99799,-87.667,child day care centers
46054,children's learning place,1826 w chicago ave,chicago,il,60622,102,cook,17031,41.89625,-87.67323,child day care centers
46055,school of scholars learning center llc,2246 e 73rd st number 50,chicago,il,60649,36,cook,17031,41.76276,-87.56935,child day care centers
46056,sprouts academy,350 w ontario st fl 1,chicago,il,60654,72,cook,17031,41.89332,-87.63763,child day care centers
46057,kidz creative concepts learning center 2,548 e 63rd st number 558,chicago,il,60637,75,cook,17031,41.78052,-87.61107,child day care centers
46058,l and l lv infant corp,1228 w belmont ave,chicago,il,60657,27,cook,17031,41.94,-87.66013,child day care centers
46059,songbird academy,1908 w montrose ave,chicago,il,60613,36,cook,17031,41.96167,-87.67653,child day care centers
46060,creative little ones child care,358 e 71st st number 370,chicago,il,60619,98,cook,17031,41.76587,-87.616,child day care centers
46061,a haven for little ones 2 clc,2548 e 79th st number 52,chicago,il,60649,46,cook,17031,41.75195,-87.56181,child day care centers
46062,little kiddies day care center,1503 w devon ave,chicago,il,60660,75,cook,17031,41.99787,-87.66808,child day care centers
46063,mosaic early childhood academy,5332 w addison st number 34,chicago,il,60641,48,cook,17031,41.94602,-87.76019,child day care centers
46064,stepping stone early childhood learning,1300 e 75th st,chicago,il,60619,30,cook,17031,41.7587,-87.59303,child day care centers
46065,cornerstone children's learning ctr,"1111 n wells st, ste 200",chicago,il,60610,123,cook,17031,41.90264,-87.63422,child day care centers
46066,jellybean learning center iii,7419 s cottage grove ave,chicago,il,60619,66,cook,17031,41.75975,-87.60521,child day care centers
46067,smart learning center,2980 s archer ave,chicago,il,60608,71,cook,17031,41.84061,-87.66059,child day care centers
46068,"whiz kidz learning center, inc",2816 w marquette rd,chicago,il,60629,47,cook,17031,41.77199,-87.69398,child day care centers
46069,small stride academy,10317 s western ave,chicago,il,60643,103,cook,17031,41.70574,-87.68153,child day care centers
46070,l and l academy and preschool lakeview,"1056 w belmont ave, ste a",chicago,il,60657,93,cook,17031,41.94007,-87.6562,child day care centers
46071,"literacy zone, inc.",5831 s western ave,chicago,il,60636,68,cook,17031,41.78725,-87.68342,child day care centers
46072,for your child preschool ii,2601 w armitage ave,chicago,il,60647,69,cook,17031,41.91732,-87.6925,child day care centers
46073,busy bees child development center,3149 s shields ave,chicago,il,60616,135,cook,17031,41.83665,-87.63491,child day care centers
46074,38 little angels daycare center,1759 n harlem ave,chicago,il,60707,23,cook,17031,41.91239,-87.80555,child day care centers
46075,el ruisenor day care,7463 n ridge blvd,chicago,il,60645,21,cook,17031,42.01768,-87.6841,child day care centers
46076,laughs and giggles childrens academy inc,106 w 119th st,chicago,il,60628,62,cook,17031,41.67819,-87.62552,child day care centers
46077,little achievers,3801 w diversey ave,chicago,il,60647,38,cook,17031,41.93167,-87.72224,child day care centers
46078,touch by an angel day care center,6224 w north ave,chicago,il,60639,52,cook,17031,41.9094,-87.78117,child day care centers
46079,children learn and play day care ii,6512 s halsted st,chicago,il,60621,42,cook,17031,41.77563,-87.64467,child day care centers
46080,links to learning child care inc,8515 s stony island ave,chicago,il,60617,41,cook,17031,41.74003,-87.58528,child day care centers
46081,kids are us learning center,7453 s vincennes ave,chicago,il,60621,91,cook,17031,41.7586,-87.63109,child day care centers
46082,little einsteins daycare inc,3640 w wrightwood ave number 3644,chicago,il,60647,54,cook,17031,41.9284,-87.71884,child day care centers
46083,gina's unbelievable learning center,7239 s dobson ave,chicago,il,60619,47,cook,17031,41.76339,-87.59933,child day care centers
46084,north star child development inc,4341 w north ave,chicago,il,60639,225,cook,17031,41.90946,-87.73535,child day care centers
46085,little genius community daycare ii,1000 w 103rd st,chicago,il,60643,30,cook,17031,41.70702,-87.64787,child day care centers
46086,kiddie kollege,6025 north california,chicago,il,60659,73,cook,17031,41.99118,-87.69904,child day care centers
46087,mayfair early learning,4719 n pulaski rd,chicago,il,60630,55,cook,17031,41.96706,-87.72758,child day care centers
46088,tots n tales preschool ii,5784 s archer ave,chicago,il,60638,33,cook,17031,41.79641,-87.75784,child day care centers
46089,all about kids learning academy inc,514 e 75th st,chicago,il,60619,124,cook,17031,41.75847,-87.61194,child day care centers
46090,ravenswood community child care center,4908 n damen ave,chicago,il,60625,45,cook,17031,41.97077,-87.67931,child day care centers
46091,young scholars academy inc,10926 s western ave,chicago,il,60643,45,cook,17031,41.6946,-87.68152,child day care centers
46092,little village kids town,2446 s pulaski rd number 52,chicago,il,60623,102,cook,17031,41.84641,-87.72485,child day care centers
46093,kindercare learning centers 301788,1733 n marcey st,chicago,il,60614,119,cook,17031,41.91431,-87.65502,child day care centers
46094,jellybean learning center,7411 s cottage grove ave,chicago,il,60619,56,cook,17031,41.76001,-87.60522,child day care centers
46095,the learning circle,4250 w 63rd st,chicago,il,60629,40,cook,17031,41.77872,-87.72968,child day care centers
46096,sunrise child care center,5307 w diversey ave,chicago,il,60639,24,cook,17031,41.93119,-87.75932,child day care centers
46097,diversey child care center,5859 w diversey ave,chicago,il,60639,44,cook,17031,41.93101,-87.77333,child day care centers
46098,creative little ones pre - school inc,9528 s halsted st,chicago,il,60628,47,cook,17031,41.72058,-87.64333,child day care centers
46099,apple tree learning center,1733 west irving park,chicago,il,60613,55,cook,17031,41.95401,-87.6736,child day care centers
46100,all things are possible for kids central,3235 n central ave,chicago,il,60634,59,cook,17031,41.939677,-87.766507,child day care centers
46101,learn together grow together cdc,1126 w 99th st,chicago,il,60643,78,cook,17031,41.71418,-87.65166,child day care centers
