objectid,name,address,city,state,zip,population,county,countyfips,latitude,longitude,naics_desc
44810,the grove montessori school,1660 checker rd,long grove,il,60047,16,lake,17097,42.16145,-87.98588,child day care centers
44811,lake forest country day school,145 s green bay rd,lake forest,il,60045,20,lake,17097,42.23712,-87.83695,"child day care, before or after school, separate from schools"
44812,"our lord's little ones, inc.",220 w maple ave,mundelein,il,60060,50,lake,17097,42.27469,-88.00697,child day care centers
44813,the goddard school in round lake,1155 s amarias dr,round lake,il,60073,115,lake,17097,42.32689,-88.08801,child day care centers
44814,pitter - patter child care 2.5,2402 harbor ridge way,lindenhurst,il,60046,57,lake,17097,42.4323,-88.02222,child day care centers
44815,kiddie academy of hawthorn woods,105 roman ln,hawthorn wds,il,60047,163,lake,17097,42.1983433,-88.0571666,child day care centers
44816,alice discovery head start,1906 sherman ave,north chicago,il,60064,76,lake,17097,42.32448,-87.86217,"head start programs, separate from schools"
44817,round lake head start,420 greenwood dr,round lake pk,il,60073,80,lake,17097,42.35655,-88.08326,"head start programs, separate from schools"
44818,little horizons,1 horizon way,deerfield,il,60015,103,lake,17097,42.1544716,-87.8770641,child day care centers
44819,kiddie academy of grayslake,807 s barron blvd,grayslake,il,60030,103,lake,17097,42.358044,-88.033191,child day care centers
44820,little giants,433 vine ave,highland park,il,60035,16,lake,17097,42.19315,-87.80193,"child day care, before or after school, separate from schools"
44821,zion head start,1727 27th st,zion,il,60099,20,lake,17097,42.44584,-87.83544,"head start programs, separate from schools"
44822,montessori connection east,330 laurel ave,highland park,il,60035,12,lake,17097,42.18588,-87.79322,child day care centers
44823,deerfield park district nursery school,836 jewett park dr,deerfield,il,60015,80,lake,17097,42.16816,-87.84763,child day care centers
44824,soundgarden,116 lions dr,lake zurich,il,60047,62,lake,17097,42.19872,-88.09145,child day care centers
44825,messiah lutheran preschool,25225 west ivanhoe road,wauconda,il,60084,181,lake,17097,42.24797,-88.12525,child day care centers
44826,cadence academy preschool,1912 continental ave,naperville,il,60563,153,dupage,17043,41.7801,-88.20987,child day care centers
44827,daylight learning center,505 s schmale rd,carol stream,il,60188,49,dupage,17043,41.889521,-88.106771,child day care centers
44828,great escape preschool,6360 belmont rd,downers grove,il,60516,30,dupage,17043,41.77102,-88.03746,child day care centers
44829,hometown child care,1679 town center st unit a,aurora,il,60504,63,kane,17089,41.73994,-88.27785,child day care centers
44830,kindercare learning center 000529,889 benedetti dr,naperville,il,60563,107,dupage,17043,41.78411,-88.16136,child day care centers
44831,kinder care learning centers 000896,7450 woodward ave,woodridge,il,60517,139,dupage,17043,41.75201,-88.0318,child day care centers
44832,kinder care learning centers 000881,7040 woodward ave,woodridge,il,60517,122,dupage,17043,41.75904,-88.03168,child day care centers
44833,kinder care learning centers 000435,1640 eisenhower ln,lisle,il,60532,108,dupage,17043,41.78662,-88.08405,child day care centers
44834,kindercare learning center number 000551,1228 w ogden ave,naperville,il,60563,128,dupage,17043,41.7807,-88.177,child day care centers
44835,kindercare learning center number 000042,290 knollwood dr,bloomingdale,il,60108,103,dupage,17043,41.94092,-88.11514,child day care centers
44836,zion lutheran early childhood ed center,204 s grant st,hinsdale,il,60521,116,dupage,17043,41.80016,-87.93223,child day care centers
44837,mfs - hall elementary - preschool for all,1447 wayne ave,glendale hts,il,60139,40,dupage,17043,41.91275,-88.05411,"head start programs, separate from schools"
44838,congregation beth shalom preschool,772 w 5th ave,naperville,il,60563,19,dupage,17043,41.78077,-88.16273,child day care centers
44839,ecolab early education and preschool,1601 w diehl rd,naperville,il,60563,83,dupage,17043,41.79917,-88.19901,child day care centers
44840,the children's courtyard,701 shoreline dr,aurora,il,60504,206,dupage,17043,41.74413,-88.22963,child day care centers
44841,the goddard school,502 s schmale rd,carol stream,il,60188,119,dupage,17043,41.89066,-88.1088,child day care centers
44842,big and little child dev. center ii,1401 n midlothian rd,mundelein,il,60060,103,lake,17097,42.28555,-88.01891,child day care centers
44843,kiddy garden,1250 w old mchenry ct,hawthorn wds,il,60047,94,lake,17097,42.239802,-88.113869,child day care centers
44844,young at heart center inc.,610 peterson rd,libertyville,il,60048,90,lake,17097,42.30611,-87.975492,child day care centers
44845,"highland park montessori school, inc.",1301 clavey rd,highland park,il,60035,25,lake,17097,42.15986,-87.80167,child day care centers
44846,round lake area park district,814 hart rd,round lake,il,60073,250,lake,17097,42.357331,-88.104672,child day care centers
44847,forest bluff school,8 w scranton ave,lake bluff,il,60044,28,lake,17097,42.27965,-87.8483,child day care centers
44848,gorton children's learning center,400 e illinois rd,lake forest,il,60045,47,lake,17097,42.25005,-87.83695,child day care centers
44849,little learners child care,700 lakeview pkwy,vernon hills,il,60061,83,lake,17097,42.2378,-87.95727,child day care centers
44850,kidsuccess,218 washington st,ingleside,il,60041,184,lake,17097,42.38929,-88.15466,child day care centers
44851,"lees family day care and lng center, inc",38833 n sheridan rd,beach park,il,60099,58,lake,17097,42.42574,-87.82531,child day care centers
44852,maggie's place childcare and lng center,1605 n berwick blvd,waukegan,il,60085,56,lake,17097,42.38256,-87.85902,child day care centers
44853,jcys northwest family center,1700 weiland rd,buffalo grove,il,60089,246,lake,17097,42.1825,-87.94886,child day care centers
44854,red apple academy,18550 w millburn rd,old mill crk,il,60083,40,lake,17097,42.42439,-87.99309,"child day care, before or after school, separate from schools"
44855,a childs place of antioch,1410 deep lake rd,antioch,il,60002,149,lake,17097,42.46486,-88.0633,child day care centers
44856,first steps nursery school,2163 n il route 83,round lake beach,il,60073,97,lake,17097,42.38748,-88.06216,child day care centers
44857,toddlers campus preschool,1310 n main st,wheaton,il,60187,96,dupage,17043,41.87846,-88.10871,child day care centers
44858,casa dei bambini montessori,4393 liberty st,aurora,il,60504,162,dupage,17043,41.769908,-88.209031,child day care centers
44859,hometown child care 4,1709 town center st,aurora,il,60504,60,kane,17089,41.73994,-88.27711,child day care centers
44860,the compass school of warrenville,27w457 warrenville road,warrenville,il,60555,182,dupage,17043,41.81333,-88.15754,child day care centers
44861,mini steps,5600 arlington dr e,hanover park,il,60133,74,dupage,17043,41.97537,-88.13058,child day care centers
44862,greenbrook montessori school,1675 greenbrook blvd,hanover park,il,60133,28,dupage,17043,41.9737,-88.14909,child day care centers
44863,goddard school / early childhood developmt,92 stratford dr,bloomingdale,il,60108,138,dupage,17043,41.95232,-88.116,child day care centers
44864,simba child care center,176 w irving park rd,wood dale,il,60191,76,dupage,17043,41.963881,-87.982431,child day care centers
44865,kiddie academy,1133 n prospect ave,itasca,il,60143,103,dupage,17043,41.986721,-88.000391,child day care centers
44866,elmhurst montessori preschool,232 s york st,elmhurst,il,60126,53,dupage,17043,41.89488,-87.940041,child day care centers
44867,love 2 care child development center llc,610 e north ave,carol stream,il,60188,40,dupage,17043,41.9016,-88.10143,child day care centers
44868,hummingbird lane daycare center,"1260 iroquois ave, ste 400",naperville,il,60563,74,dupage,17043,41.79331,-88.12325,child day care centers
44869,active child care,233 w 63rd st,westmont,il,60559,159,dupage,17043,41.77352,-87.98117,child day care centers
44870,union church early childhood programs,137 south garfield street,hinsdale,il,60521,145,dupage,17043,41.80106,-87.92597,child day care centers
44871,community presbyterian children's prgrm,39 n prospect ave,clarendon hls,il,60514,86,dupage,17043,41.79858,-87.9548,child day care centers
44872,hinsdale community preschool,415 w 8th st,hinsdale,il,60521,40,dupage,17043,41.79359,-87.93592,child day care centers
44873,charlotte's learning center inc,2215 grand ave,waukegan,il,60085,51,lake,17097,42.36971,-87.86027,child day care centers
44874,vernon hills montessori academy,21 w hawthorn pkwy,vernon hills,il,60061,53,lake,17097,42.24242,-87.96609,child day care centers
44875,a solid foundation,"4527 il route 173, ste 108",zion,il,60099,105,lake,17097,42.46376,-87.8792,child day care centers
44876,bright horizons at lake cook,1650 lake cook rd,deerfield,il,60015,162,lake,17097,42.15395,-87.86812,child day care centers
44877,dearhaven childcare and learning center,1100 n westmoreland rd,lake forest,il,60045,159,lake,17097,42.25743,-87.86333,child day care centers
44878,lake forest high school's little scouts,300 s waukegan rd,lake forest,il,60045,53,lake,17097,42.23321,-87.87366,child day care centers
44879,a village green montessori,125 w church st,libertyville,il,60048,11,lake,17097,42.28643,-87.95542,child day care centers
44880,children's land at grayslake,130 s atkinson rd,grayslake,il,60030,169,lake,17097,42.34344,-88.02461,child day care centers
44881,learning is fun nursery school,1313 n mill st,naperville,il,60563,60,dupage,17043,41.79026,-88.15502,child day care centers
44882,agape' children's center,28w444 main st,warrenville,il,60555,20,dupage,17043,41.82052,-88.17684,child day care centers
44883,grace church nursery school,120 east 1st street,hinsdale,il,60521,40,dupage,17043,41.8016,-87.92633,child day care centers
44884,hinsdale covenant church nursery school,412 s garfield st,hinsdale,il,60521,64,dupage,17043,41.79832,-87.9278,child day care centers
44885,hobson coop nursery sch,25w463 hobson road,naperville,il,60540,30,dupage,17043,41.75243,-88.12021,child day care centers
44886,coop ns 1st church - lombard,220 south main street,lombard,il,60148,52,dupage,17043,41.88314,-88.01833,child day care centers
44887,creative day learning center,215 s lincoln st,lombard,il,60148,20,dupage,17043,41.88321,-88.02115,child day care centers
44888,peace community learning center,21 west 500 butterfield,lombard,il,60148,53,dupage,17043,41.886754,-88.028051,child day care centers
44889,"pioneer child care service, inc.",18w375 roosevelt rd,lombard,il,60148,105,dupage,17043,41.860511,-87.987292,child day care centers
44890,rainbow place preschool,41 park boulevard,glen ellyn,il,60137,50,dupage,17043,41.858005,-88.061649,child day care centers
44891,first congregational learning center,1047 curtiss st,downers grove,il,60515,61,dupage,17043,41.79376,-88.01171,child day care centers
44892,seton montessori school,5722 virginia ave,clarendon hls,il,60514,56,dupage,17043,41.78367,-87.95963,child day care centers
44893,st.john early childhood education center,7214 south cass avenue,darien,il,60561,20,dupage,17043,41.75598,-87.97458,child day care centers
44894,st paul christian day care center,545 south ardmore,villa park,il,60181,30,dupage,17043,41.87899,-87.97813,child day care centers
44895,the ark preschool,277 hawthorne st,glen ellyn,il,60137,60,dupage,17043,41.88083,-88.07874,child day care centers
44896,bethel learning center,315 east st. charles rd.,elmhurst,il,60126,70,dupage,17043,41.89039,-87.92912,child day care centers
44897,rayito de sol sp immersion erly lrng ctr,1932 springbrook square dr,naperville,il,60564,59,dupage,17043,41.731321,-88.203802,child day care centers
44898,children of america flossmoor llc,19814 kedzie ave,flossmoor,il,60422,159,cook,17031,41.52968,-87.69389,child day care centers
44899,bright horizons child care and early,"1520 kensington rd, ste 103",oak brook,il,60523,128,dupage,17043,41.84294,-87.95567,child day care centers
44900,all about caring,3s071 state route 59,warrenville,il,60555,93,dupage,17043,41.82564,-88.201,child day care centers
44901,studio preschool,600 n michigan st,elmhurst,il,60126,79,dupage,17043,41.91644,-87.93884,child day care centers
44902,tle at addison llc,890 s rohlwing rd,addison,il,60101,54,dupage,17043,41.909199,-88.032463,child day care centers
44903,cadence academy preschool,1280 kuhn rd,carol stream,il,60188,173,dupage,17043,41.93868,-88.13947,child day care centers
44904,mfs - winnebago - pfa,195 greenway dr,bloomingdale,il,60108,20,dupage,17043,41.94146,-88.07038,child day care centers
44905,bright horizons child care and early lea,270 windsor dr,itasca,il,60143,112,dupage,17043,41.98922,-88.01288,child day care centers
44906,bright horizons child care / early educati,25w725 jewell rd,wheaton,il,60187,132,dupage,17043,41.87808,-88.129802,child day care centers
44907,abc land preschool,1321 plainfield rd,darien,il,60561,88,dupage,17043,41.74808,-87.97749,child day care centers
44908,the gardner school of yorktown,98 yorktown shopping ctr,lombard,il,60148,128,dupage,17043,41.837651,-88.010151,child day care centers
44909,a stepping stone for kids,924 grand blvd,wauconda,il,60084,50,lake,17097,42.27287,-88.12047,child day care centers
44910,kiddie academy of gurnee,1555 nations dr,gurnee,il,60031,160,lake,17097,42.38205,-87.94157,child day care centers
44911,joy day care and child learning center,2000 western ave,waukegan,il,60087,76,lake,17097,42.38943,-87.844971,child day care centers
44912,"tle at west chicago, llc",920 n neltnor blvd,west chicago,il,60185,74,dupage,17043,41.9003659,-88.1981001,child day care centers
44913,life long learners child development ctr,2309 maple ave,downers grove,il,60515,24,dupage,17043,41.78392,-88.03903,child day care centers
44914,canvas daycare and preschool,"1567 n aurora rd, ste 127",naperville,il,60563,26,dupage,17043,41.77969,-88.185982,child day care centers
44915,creme de la creme inc warrenville,4625 weaver pkwy,warrenville,il,60555,280,dupage,17043,41.80199,-88.15955,child day care centers
44916,chesterbrook academy,275 w loop rd,wheaton,il,60187,135,dupage,17043,41.830158,-88.109984,child day care centers
44917,kindercare learning center number 301751,4335 montgomery rd,naperville,il,60564,164,dupage,17043,41.73251,-88.20951,child day care centers
44918,tutor time child care learning center,301 asbury dr,aurora,il,60502,134,dupage,17043,41.75796,-88.24532,child day care centers
44919,knowledge beginnings number 070464,812 w 75th st,naperville,il,60565,175,dupage,17043,41.74722,-88.16099,child day care centers
44920,chesterbrook academy,4622 lacey ave,lisle,il,60532,140,dupage,17043,41.80135,-88.06962,child day care centers
44921,vlge of villa pk - rec dept / e.c. programs,338 n iowa ave,villa park,il,60181,68,dupage,17043,41.89706,-87.98746,child day care centers
44922,tutor time child care learning center,234 w lake st,bloomingdale,il,60108,145,dupage,17043,41.962183,-88.095048,child day care centers
44923,st mark's christian montessori preschool,15w455 79th st,burr ridge,il,60527,59,dupage,17043,41.745042,-87.945132,child day care centers
44924,kids kampus,"603 e diehl rd, ste 143",naperville,il,60563,155,dupage,17043,41.8037,-88.13673,child day care centers
44925,kindercare learning center 301618,700 plainfield rd,willowbrook,il,60527,178,dupage,17043,41.76305,-87.94075,child day care centers
44926,aurora montessori school,3180 n aurora rd,aurora,il,60502,155,dupage,17043,41.78244,-88.23806,child day care centers
44927,chesterbrook academy,6351 s cass ave,westmont,il,60559,140,dupage,17043,41.7723,-87.97443,child day care centers
44928,kensington school of naperville,1915 three farms ave,naperville,il,60540,237,dupage,17043,41.74937,-88.18588,child day care centers
44929,bethel early learning center,36 n grant st,westmont,il,60559,40,dupage,17043,41.79742,-87.97868,child day care centers
44930,"school readiness center, inc.",430 s river rd,naperville,il,60540,68,dupage,17043,41.76711,-88.17467,child day care centers
44931,kindercare learning center 301630,3044 weber dr,aurora,il,60504,146,dupage,17043,41.763371,-88.24015,child day care centers
44932,bright horizons child care and early edu,3400 lacey rd,downers grove,il,60515,155,dupage,17043,41.82508,-88.03044,child day care centers
44933,westminster preschool,500 anthony st,glen ellyn,il,60137,96,dupage,17043,41.87882,-88.0667,child day care centers
44934,"the compass school of naperville, inc",1128 compass ct,naperville,il,60540,193,dupage,17043,41.7541,-88.11688,child day care centers
44935,the little shepherd day school center,1020 west jefferson avenue,naperville,il,60540,104,dupage,17043,41.77336,-88.16362,child day care centers
44936,serendipity child care center incorporat,35274 n us highway 12,ingleside,il,60041,42,lake,17097,42.375591,-88.170084,child day care centers
44937,sunshine day care inc,2905 sunset ave,waukegan,il,60087,46,lake,17097,42.39178,-87.87321,child day care centers
44938,st. john's pre - school,750 west aurora avenue,naperville,il,60540,20,dupage,17043,41.76767,-88.16042,child day care centers
44939,the growing place,1111 east madison,lombard,il,60148,74,dupage,17043,41.87392,-87.99052,child day care centers
44940,"grand avenue preschool and day care, inc.","6880 n frontage rd, ste 200",burr ridge,il,60527,86,cook,17031,41.7598,-87.91157,child day care centers
44941,montessori of woodrige,6953 woodridge dr,woodridge,il,60517,26,dupage,17043,41.75968,-88.04888,child day care centers
44942,tt acquisition llc,460 75th st,downers grove,il,60516,141,dupage,17043,41.75156,-87.99436,child day care centers
44943,mfs - jefferson - preschool expansion,130 n hazelton ave,wheaton,il,60187,40,dupage,17043,41.86467,-88.13644,"child day care, before or after school, separate from schools"
44944,kindercare learning center 301714,2044 franciscan way,west chicago,il,60185,176,dupage,17043,41.91952,-88.20986,child day care centers
44945,kids island adventures,4475 turnberry dr,hanover park,il,60133,116,dupage,17043,41.97519,-88.12384,child day care centers
44946,little sunshines playhouse and preschool,6258 kingery hwy,willowbrook,il,60527,133,dupage,17043,41.77565,-87.94759,child day care centers
44947,montessori for modern minds,16w331 63rd st,willowbrook,il,60527,38,dupage,17043,41.77376,-87.94366,child day care centers
44948,diamante montessori school,625 hillside ave,glen ellyn,il,60137,16,dupage,17043,41.87416,-88.06156,child day care centers
44949,kiddyplace learning center,1871 n neltnor blvd,west chicago,il,60185,70,dupage,17043,41.91717,-88.208723,child day care centers
44950,chesterbrook academy,1587 oswego rd,naperville,il,60565,160,dupage,17043,41.760714,-88.18244,child day care centers
44951,hometown child care,2413 mohawk ave,woodridge,il,60517,78,dupage,17043,41.75174,-88.0415,child day care centers
44952,hummingbird lane daycare center,4066 fox valley center dr,aurora,il,60504,97,dupage,17043,41.7594,-88.21734,child day care centers
44953,cadence academy preschool,7010 s county line rd,burr ridge,il,60527,125,cook,17031,41.76414,-87.91534,child day care centers
44954,mkh early education center inc,3691 darlene ct,aurora,il,60504,62,dupage,17043,41.74231,-88.22515,child day care centers
44955,"creme de la creme, inc (westmont)",501 oakmont ln,westmont,il,60559,284,dupage,17043,41.82116,-87.9623,child day care centers
44956,bright horizons naperville,550 e diehl rd,naperville,il,60563,192,dupage,17043,41.80234,-88.13766,child day care centers
44957,"little prince day care ii, llc",233 n mill rd,addison,il,60101,148,dupage,17043,41.93194,-88.00282,child day care centers
44958,tt acquisition llc,1335 n arlington heights rd,itasca,il,60143,144,dupage,17043,41.99063,-88.00317,child day care centers
44959,chesterbrook academy,1450 quincy bridge ct,bartlett,il,60103,139,dupage,17043,41.95223,-88.20855,child day care centers
44960,bright horizons at central park of lisle,"4225 naperville rd, ste 170",lisle,il,60532,82,dupage,17043,41.808111,-88.117799,child day care centers
44961,cosmic montessori community,4100 westbrook dr,aurora,il,60504,121,dupage,17043,41.75354,-88.21839,child day care centers
44962,maple tree academy,"3331 hobson rd, ste b",woodridge,il,60517,63,dupage,17043,41.76159,-88.06305,child day care centers
44963,kidz drop in,602 n michigan st,elmhurst,il,60126,85,dupage,17043,41.916521,-87.938472,child day care centers
44964,head start of mfs dupage,311 w seminary ave,wheaton,il,60187,20,dupage,17043,41.867191,-88.109991,"head start programs, separate from schools"
44965,pathway connections llc,2055 burlington ave,lisle,il,60532,122,dupage,17043,41.7953,-88.09197,child day care centers
44966,international day care center,4780 karns ave,lisle,il,60532,88,dupage,17043,41.79754,-88.11433,child day care centers
44967,pixie and dixie day care ctr inc,"199 s addison rd, ste 100",wood dale,il,60191,87,dupage,17043,41.9524,-87.988942,child day care centers
44968,color me bright preschool,"1600 maple ave, ste b1",lisle,il,60532,20,dupage,17043,41.785461,-88.082972,child day care centers
44969,guiding hands academy incorporated,251 w 63rd st,westmont,il,60559,122,dupage,17043,41.77287,-87.9819,child day care centers
44970,kensington school of hinsdale,540 w ogden ave,hinsdale,il,60521,146,dupage,17043,41.81067,-87.93898,child day care centers
44971,wilson montessori academy,"136 w vallette st, ste 8",elmhurst,il,60126,48,dupage,17043,41.88337,-87.94198,child day care centers
44972,life long learners 212,2144 curtiss st,downers grove,il,60515,103,dupage,17043,41.7930143,-88.0371111,child day care centers
44973,henderson co. headstart,199 7th st,oquawka,il,61469,20,henderson,17071,40.93497,-90.94895,"head start programs, separate from schools"
44974,illiana migrant and seasonal head start,150 s randolph st,sheldon,il,60966,96,iroquois,17075,40.76978,-87.57244,"head start programs, separate from schools"
44975,the learning tree day care center,546 n 6th st,watseka,il,60970,35,iroquois,17075,40.78149,-87.72923,child day care centers
44976,gilman head start,210 n central st,gilman,il,60938,20,iroquois,17075,40.76863,-87.99299,"head start programs, separate from schools"
44977,child development laboratori,875 s normal ave,carbondale,il,62901,48,jackson,17077,37.71867,-89.21748,child day care centers
44978,presbyterian child development ctr dcc,310 south university,carbondale,il,62901,49,jackson,17077,37.7248,-89.21861,child day care centers
44979,"archway, inc.",1108 w willow st,carbondale,il,62901,21,jackson,17077,37.73375,-89.23164,child day care centers
44980,robin's nest of carbondale,312 s wall st,carbondale,il,62901,118,jackson,17077,37.72466,-89.20916,child day care centers
44981,hannah house child development center,810 n. wall,carbondale,il,62901,105,jackson,17077,37.73454,-89.20864,child day care centers
44982,kids korner,101 north glenview,carbondale,il,62901,57,jackson,17077,37.72703,-89.23791,child day care centers
44983,siuc head start - murphysboro,593 ava rd,murphysboro,il,62966,54,jackson,17077,37.80803,-89.34045,"head start programs, separate from schools"
44984,kids day out,938 keough dr,murphysboro,il,62966,42,jackson,17077,37.77496,-89.33707,child day care centers
44985,murry's child dev. ctr.,413 south chestnut street,desoto,il,62924,36,jackson,17077,37.81232,-89.22714,child day care centers
44986,rainbow's end,650 south state st.,carbondale,il,62901,133,jackson,17077,37.72079,-89.21037,child day care centers
44987,presbyterian child dev. center preschool,310 s university ave,carbondale,il,62901,46,jackson,17077,37.725,-89.21841,child day care centers
44988,montessori school of southern illinois,507 n 9th st,murphysboro,il,62966,30,jackson,17077,37.76977,-89.3345,child day care centers
44989,s.i.u.c. head start - carbond,1900 north illinois avenue,carbondale,il,62901,123,jackson,17077,37.75101,-89.21969,"head start programs, separate from schools"
44990,paw paw schoolhouse,250 peru st,paw paw,il,61353,50,lee,17103,41.68811,-88.98146,child day care centers
44991,st. john's preschool,north third and paddock,ashton,il,61006,20,lee,17103,41.869192,-89.223828,child day care centers
44992,especially for kids club - lincoln,400 lincoln avenue,dixon,il,61021,150,lee,17103,41.847725,-89.501974,child day care centers
44993,"open sesame child care center, inc.",1101 middle rd,dixon,il,61021,216,lee,17103,41.83945,-89.46566,child day care centers
44994,dixon head start,501 s lincoln ave,dixon,il,61021,17,lee,17103,41.83538,-89.49749,"head start programs, separate from schools"
44995,open sesame childrens lrg ctr bright beg,1033 franklin grove rd,dixon,il,61021,120,lee,17103,41.83786,-89.46684,child day care centers
44996,lovett child development center,110 n galena ave,dixon,il,61021,88,lee,17103,41.84679,-89.48398,child day care centers
44997,riverbend head start / family services - gcs,1249 20th st,granite city,il,62040,80,madison,17119,38.70277,-90.15058,"head start programs, separate from schools"
44998,marcia's child care,1053 college ave,alton,il,62002,23,madison,17119,38.90636,-90.1667,child day care centers
44999,kreative kids learning center,121 w elm st,alton,il,62002,169,madison,17119,38.92093,-90.18736,child day care centers
45000,tri city assembly of god,3400 maryville road,granite city,il,62040,135,madison,17119,38.72546,-90.10379,child day care centers
45001,maxines daycare inc,739 silver st,alton,il,62002,49,madison,17119,38.89489,-90.16645,child day care centers
45002,tri - city ymca ecec,1730 w 7th st,granite city,il,62040,42,madison,17119,38.70228,-90.17191,child day care centers
45003,"troy early childhood center, too",803 americana ct,troy,il,62294,162,madison,17119,38.71846,-89.88203,child day care centers
45004,riverbend head start and family services,225 james st,bethalto,il,62010,40,madison,17119,38.91291,-90.03726,"head start programs, separate from schools"
45005,bright tomorrows learning center inc,5518 godfrey rd,godfrey,il,62035,78,madison,17119,38.94574,-90.19044,child day care centers
45006,"the learning tree center, inc.",735 ela rd,lake zurich,il,60047,108,lake,17097,42.18543,-88.10167,child day care centers
45007,serendipity child care center mundelein,"560 n midlothian rd, ste 200",mundelein,il,60060,106,lake,17097,42.27382,-88.01945,child day care centers
45008,"montessori connection, inc",1731 deerfield rd,highland park,il,60035,76,lake,17097,42.17249,-87.82323,child day care centers
45009,children's land at lincolnshire,400 marriott dr,lincolnshire,il,60069,152,lake,17097,42.19475,-87.93662,child day care centers
45010,dfhs dist. 113 / deerpark tlc,1959 waukegan rd,deerfield,il,60015,67,lake,17097,42.18688,-87.85477,child day care centers
45011,early discoveries cdc at abbott,200 abbott park rd number dept 59z,abbott park,il,60064,488,lake,17097,42.302216,-87.890749,child day care centers
45012,the learning experience of gurnee,465 n riverside dr,gurnee,il,60031,163,lake,17097,42.36709,-87.92511,child day care centers
45013,faith lutheran preschool / extended care,6809 godfrey rd,godfrey,il,62035,40,madison,17119,38.97036,-90.19308,child day care centers
45014,montessori children's house of godfrey,5800 godfrey rd,godfrey,il,62035,36,madison,17119,38.9529,-90.190782,child day care centers
45015,toddle towne alton learning center ii,3839 humbert rd,alton,il,62002,133,madison,17119,38.93007,-90.15189,child day care centers
45016,early explorations - university,47 n research dr,edwardsville,il,62025,127,madison,17119,38.79116,-89.98935,child day care centers
45017,the goddard school,801 s arbor vitae,edwardsville,il,62025,133,madison,17119,38.80301,-89.95564,child day care centers
45018,st. paul's early childhood center,112 n border st,troy,il,62294,46,madison,17119,38.731091,-89.885001,child day care centers
45019,little sprouts childcare llc,222 market st,alhambra,il,62001,64,madison,17119,38.887,-89.7327,child day care centers
45020,toddle towne e alton learning center,163 n shamrock st,east alton,il,62024,164,madison,17119,38.88217,-90.11076,child day care centers
45021,kindercare learning center number 300389,500 goshen rd,edwardsville,il,62025,82,madison,17119,38.78138,-89.9488,child day care centers
45022,child's horizon development center,500a n central ave,roxana,il,62084,88,madison,17119,38.8516,-90.07912,child day care centers
45023,st thomas episcopal childcare and preschool,186 summit ave,glen carbon,il,62034,65,madison,17119,38.74804,-89.97947,child day care centers
45024,riverbend head start - collinsville,5 crestmont dr,colllinsville,il,62234,60,madison,17119,38.69025,-89.98841,"head start programs, separate from schools"
45025,riverbend head start / family services - gcn,2413 corporate center dr,granite city,il,62040,87,madison,17119,38.72964,-90.10243,"head start programs, separate from schools"
45026,lapetite academy,2 auerbach pl,glen carbon,il,62034,99,madison,17119,38.77464,-89.99138,child day care centers
45027,evucc wee care day care center,2520 poplar st,highland,il,62249,174,madison,17119,38.72702,-89.67134,child day care centers
45028,step by step,561 logan st,bethalto,il,62010,57,madison,17119,38.90149,-90.03825,child day care centers
45029,stay and play daycare center,2207 s center st,maryville,il,62062,63,madison,17119,38.72218,-89.95652,child day care centers
45030,p.a.l.s. preschool and daycare,170 woodcrest dr,highland,il,62249,97,madison,17119,38.74798,-89.67536,child day care centers
45031,the gardner school of lincolnshire,250 barclay blvd,lincolnshire,il,60069,199,lake,17097,42.19462,-87.93698,child day care centers
45032,"the goddard school, vernon hills",461 townline rd,vernon hills,il,60061,139,lake,17097,42.240501,-87.974979,child day care centers
45033,"magic island, inc.",1141 n arlington heights rd,buffalo grove,il,60089,108,lake,17097,42.17261,-87.98473,child day care centers
45034,yachad kids academy incorporated,701 w aptakisic rd,buffalo grove,il,60089,76,lake,17097,42.18268,-87.97421,child day care centers
45035,foglia ymca preschool,1025 old mchenry rd,lake zurich,il,60047,40,lake,17097,42.22088,-88.06954,child day care centers
45036,st. mark's day school,337 ridge road,barrington hills,il,60010,107,lake,17097,42.17923,-88.19957,child day care centers
45037,nss beth el paul and sylvia steinberg p.s.,1175 sheridan road,highland park,il,60035,158,lake,17097,42.17366,-87.77867,child day care centers
45038,george w. lutz family center,800 clavey road,highland park,il,60035,242,lake,17097,42.15972,-87.78707,child day care centers
45039,tri - con child care center,425 laurel,highland park,il,60035,45,lake,17097,42.18579,-87.79619,child day care centers
45040,the learning experience - lake zurich,1065 s rand rd,lake zurich,il,60047,128,lake,17097,42.18033,-88.08028,child day care centers
45041,troy early childhood center south,7662 plummer business dr,troy,il,62294,154,madison,17119,38.71583,-89.91125,child day care centers
45042,riverbend head start / family services - ess,1802 e broadway,alton,il,62002,168,madison,17119,38.88955,-90.1582,"head start programs, separate from schools"
45043,kool kids day care center,210 e highway 40,troy,il,62294,138,madison,17119,38.71738,-89.88036,child day care centers
45044,wee care learning center,2500 saint clair ave,granite city,il,62040,46,madison,17119,38.71614,-90.10295,child day care centers
45045,"giggles and grins, inc.",1520 19th st,highland,il,62249,73,madison,17119,38.73275,-89.67172,child day care centers
45046,siue early childhood center,795 nw university dr,edwardsville,il,62025,116,madison,17119,38.802464,-90.010527,child day care centers
45047,lovejoy head start center,120 n 6th st,lovejoy,il,62060,20,st. clair,17163,38.65972,-90.16546,"head start programs, separate from schools"
45048,riverbend head start / family services - ed,710 main,edwardsville,il,62025,20,madison,17119,38.81668,-89.96147,"head start programs, separate from schools"
