,objectid,name,address,city,state,zip,population,county,countyfips,latitude,longitude,naics_desc,geometry,index_right,STATEFP,COUNTYFP,TRACTCE,GEOID,centroid_lat,centroid_lon,hdistance,distance_km,distance_minutes,distance_ratio,imputation,distance_minutes_imp
7251,45026,LAPETITE ACADEMY,2 AUERBACH PL,GLEN CARBON,IL,62034,99,MADISON,17119,38.77464,-89.99138,CHILD DAY CARE CENTERS,POINT (-89.99138 38.77464),1504,17,119,403101,17119403101,38.794925121648056,-90.01098654075244,1.7567266184388766,10.381,9.65,5.90928599307337,0,9.65
7252,46279,BRIGHT HORIZONS AT LAKE ZURICH,1 CORPORATE DR,LAKE ZURICH,IL,60047,109,LAKE,17097,42.19987,-88.0394,CHILD DAY CARE CENTERS,POINT (-88.0394 42.19987),2671,17,097,864403,17097864403,42.17503822002439,-88.03220041926511,1.7567356701919452,9.181,11.616666666666667,5.226170422666297,0,11.616666666666667
7253,46140,ROOSEVELT COMMUNITY EDUCATION CENTER INF,978 HASKELL AVENUE,ROCKFORD,IL,61103,27,WINNEBAGO,17201,42.28305,-89.09244,CHILD DAY CARE CENTERS,POINT (-89.09244 42.28305),2407,17,201,003604,17201003604,42.308453646135845,-89.09193109048039,1.7572970047234238,6.83,8.883333333333333,3.886650908549722,0,8.883333333333333
7254,45954,ST. HENRY CREATIVE LEARNING CENTER,5303 W MAIN ST,BELLEVILLE,IL,62226,92,ST. CLAIR,17163,38.54598,-90.03146,CHILD DAY CARE CENTERS,POINT (-90.03146 38.54598),2334,17,163,503322,17163503322,38.55913891235667,-90.00365581493142,1.7579325848167895,9.46,10.416666666666666,5.381321264368005,0,10.416666666666666
7255,43863,JERRI HOFFMANN CHILD AND FAMILY CTR,229 LAKE MARIAN RD,CARPENTERSVLE,IL,60110,228,KANE,17089,42.1203,-88.26626,CHILD DAY CARE CENTERS,POINT (-88.26626 42.1203),2386,17,089,850101,17089850101,42.14453331883179,-88.25587952458966,1.7586956492974926,6.535,8.566666666666666,3.7158220085495706,0,8.566666666666666
7256,44310,SANDCASTLE ACADEMY,300 READ ST,LOCKPORT,IL,60441,23,WILL,17197,41.59389,-88.036382,CHILD DAY CARE CENTERS,POINT (-88.036382 41.59389),2818,17,197,880502,17197880502,41.61853648075801,-88.0448137623102,1.759624057924439,4.829,6.05,2.744336199685765,0,6.05
7257,45113,CATCH A STAR LEARNING CENTER,424 W PIPER ST,MACOMB,IL,61455,166,MCDONOUGH,17109,40.45505,-90.67798,CHILD DAY CARE CENTERS,POINT (-90.67798 40.45505),304,17,109,010700,17109010700,40.44563403004254,-90.64688530450996,1.761468042009511,21.071,20.65,11.96218125874249,0,20.65
7258,44155,THE APPLE TREE PRE - SCHOOL,24020 W FRASER RD,PLAINFIELD,IL,60586,32,WILL,17197,41.58679,-88.20171,CHILD DAY CARE CENTERS,POINT (-88.20171 41.58679),2062,17,197,880429,17197880429,41.56401577551228,-88.2169468949538,1.7615162235913409,9.172,11.266666666666667,5.206877959545741,0,11.266666666666667
7259,43853,KINDERCARE LEARNING CENTER NUMBER 301727,2395 BOWES RD,ELGIN,IL,60123,168,KANE,17089,42.007171,-88.326142,CHILD DAY CARE CENTERS,POINT (-88.326142 42.007171),89,17,089,851912,17089851912,41.99614449804308,-88.35704084375895,1.7618339059004529,4.579,5.933333333333334,2.5989964120140634,0,5.933333333333334
7260,44385,CHEERFUL HOME CHILDCARE AND EARLY LEARNING,315 S 5TH ST,QUINCY,IL,62301,170,ADAMS,17001,39.92874,-91.40842,CHILD DAY CARE CENTERS,POINT (-91.40842 39.92874),837,17,001,001002,17001001002,39.90886820545756,-91.38763268023068,1.7621611192605844,8.071,9.6,4.580171422342271,0,9.6
7261,3615,(PACT) FOR WEST CENTRAL ILLINOIS,1310 W WASHINGTON BOX 222,PITTSFIELD,IL,62363,64,PIKE,17149,39.60465,-90.838462,CHILD DAY CARE CENTERS,POINT (-90.838462 39.60465),919,17,149,952700,17149952700,39.61076952226859,-90.8063467917947,1.7629368264862917,36.651,27.483333333333334,20.78974098751405,1,1.321966125015186
